978-0-558-83266-7,Kit/Set/Package,"Financial Accounting Ll W/My Acct Lab, Quickbooks",1,Harrison* (Sw4),ACC-ACCOUNTING,207,08-FAN,Packed
978-0-13-702431-5,Looseleaf,Financial Accounting Sve,8,Harrison,ACC-ACCOUNTING,207,08-FAN,Part
978-0-558-83805-8,Spiral,Quickbooks Pro 2010,11,Horne,ACC-ACCOUNTING,207,08-FAN,Part
978-0-13-612560-0,Non-Book/Strange,My Acctglab Sac,9,Pearson,ACC-ACCOUNTING,207,08-FAN,Part
978-0-558-83266-7,Kit/Set/Package,"Financial Accounting Ll W/My Acct Lab, Quickbooks",1,Harrison* (Sw4),ACC-ACCOUNTING,207,09-FOLEY,Packed
978-0-13-702431-5,Looseleaf,Financial Accounting Sve,8,Harrison,ACC-ACCOUNTING,207,09-FOLEY,Part
978-0-558-83805-8,Spiral,Quickbooks Pro 2010,11,Horne,ACC-ACCOUNTING,207,09-FOLEY,Part
978-0-13-612560-0,Non-Book/Strange,My Acctglab Sac,9,Pearson,ACC-ACCOUNTING,207,09-FOLEY,Part
978-0-07-801256-3,None,Introduction To Managerial Accounting Cust Pkg W/C,5,Brewer* (Sw3),ACC-ACCOUNTING,208,01-AHADIAT,Packed
978-0-07-733414-7,Non-Book/Strange,Intro Managerial Accounting (Coursesmart),,Brewer (Db*),ACC-ACCOUNTING,208,01-AHADIAT,Optional
978-0-07-352707-9,Hardback,Intro To Managerial Accounting,5,Brewer,ACC-ACCOUNTING,208,01-AHADIAT,Part
978-0-07-724359-3,Non-Book/Strange,Connect Plus Access Code W/Ebook T/A Mgrl Accounti,,Brewer,ACC-ACCOUNTING,208,01-AHADIAT,Part
978-0-07-801256-3,None,Introduction To Managerial Accounting Cust Pkg W/C,5,Brewer* (Sw3),ACC-ACCOUNTING,208,02-AHADIAT,Packed
978-0-07-733414-7,Non-Book/Strange,Intro Managerial Accounting (Coursesmart),,Brewer (Db*),ACC-ACCOUNTING,208,02-AHADIAT,Optional
978-0-07-352707-9,Hardback,Intro To Managerial Accounting,5,Brewer,ACC-ACCOUNTING,208,02-AHADIAT,Part
978-0-07-724359-3,Non-Book/Strange,Connect Plus Access Code W/Ebook T/A Mgrl Accounti,,Brewer,ACC-ACCOUNTING,208,02-AHADIAT,Part
978-0-07-801256-3,None,Introduction To Managerial Accounting Cust Pkg W/C,5,Brewer* (Sw3),ACC-ACCOUNTING,208,04-AHADIAT,Packed
978-0-07-733414-7,Non-Book/Strange,Intro Managerial Accounting (Coursesmart),,Brewer (Db*),ACC-ACCOUNTING,208,04-AHADIAT,Optional
978-0-07-352707-9,Hardback,Intro To Managerial Accounting,5,Brewer,ACC-ACCOUNTING,208,04-AHADIAT,Part
978-0-07-724359-3,Non-Book/Strange,Connect Plus Access Code W/Ebook T/A Mgrl Accounti,,Brewer,ACC-ACCOUNTING,208,04-AHADIAT,Part
978-0-07-801256-3,None,Introduction To Managerial Accounting Cust Pkg W/C,5,Brewer* (Sw3),ACC-ACCOUNTING,208,05-NATARAJAN,Packed
978-0-07-733414-7,Non-Book/Strange,Intro Managerial Accounting (Coursesmart),,Brewer (Db*),ACC-ACCOUNTING,208,05-NATARAJAN,Optional
978-0-07-352707-9,Hardback,Intro To Managerial Accounting,5,Brewer,ACC-ACCOUNTING,208,05-NATARAJAN,Part
978-0-07-724359-3,Non-Book/Strange,Connect Plus Access Code W/Ebook T/A Mgrl Accounti,,Brewer,ACC-ACCOUNTING,208,05-NATARAJAN,Part
978-0-07-801256-3,None,Introduction To Managerial Accounting Cust Pkg W/C,5,Brewer* (Sw3),ACC-ACCOUNTING,208,06-AHADIAT,Packed
978-0-07-733414-7,Non-Book/Strange,Intro Managerial Accounting (Coursesmart),,Brewer (Db*),ACC-ACCOUNTING,208,06-AHADIAT,Optional
978-0-07-352707-9,Hardback,Intro To Managerial Accounting,5,Brewer,ACC-ACCOUNTING,208,06-AHADIAT,Part
978-0-07-724359-3,Non-Book/Strange,Connect Plus Access Code W/Ebook T/A Mgrl Accounti,,Brewer,ACC-ACCOUNTING,208,06-AHADIAT,Part
978-0-07-801256-3,None,Introduction To Managerial Accounting Cust Pkg W/C,5,Brewer* (Sw3),ACC-ACCOUNTING,208,07-McEachern,Packed
978-0-07-733414-7,Non-Book/Strange,Intro Managerial Accounting (Coursesmart),,Brewer (Db*),ACC-ACCOUNTING,208,07-McEachern,Optional
978-0-07-352707-9,Hardback,Intro To Managerial Accounting,5,Brewer,ACC-ACCOUNTING,208,07-McEachern,Part
978-0-07-724359-3,Non-Book/Strange,Connect Plus Access Code W/Ebook T/A Mgrl Accounti,,Brewer,ACC-ACCOUNTING,208,07-McEachern,Part
978-0-13-601518-5,Hardback,Accounting Information Systems,11,Romney,ACC-ACCOUNTING,304,01-Koo,Required
978-0-912503-27-1,Paperback,Systems Understanding Aid,7,Arens,ACC-ACCOUNTING,304,01-Koo,Required
978-0-912503-34-9,Spiral,"Computerized Acctg Using Peachtree, Etc (Set Only-",2,Arens,ACC-ACCOUNTING,304,01-Koo,Required
978-0-13-601533-8,Non-Book/Strange,Accounting Information Systems (Coursesmart Digita,11,Romney (Db*),ACC-ACCOUNTING,304,01-Koo,Optional
978-0-13-606860-0,Non-Book/Strange,Effective Writing: Handbook For Accountants (Cours,8,May (Db*),ACC-ACCOUNTING,304,01-Koo,Optional
978-0-13-602908-3,Paperback,Effective Writing: Handbook For Accountants,8,May,ACC-ACCOUNTING,304,01-Koo,Recommended
978-0-558-86427-9,Looseleaf,Accounting Information Systems (Sve/Looseleaf),11,Romney,ACC-ACCOUNTING,304,01-Koo,Recommended
978-0-13-601518-5,Hardback,Accounting Information Systems,11,Romney,ACC-ACCOUNTING,304,02-Koo,Required
978-0-912503-27-1,Paperback,Systems Understanding Aid,7,Arens,ACC-ACCOUNTING,304,02-Koo,Required
978-0-912503-34-9,Spiral,"Computerized Acctg Using Peachtree, Etc (Set Only-",2,Arens,ACC-ACCOUNTING,304,02-Koo,Required
978-0-13-601533-8,Non-Book/Strange,Accounting Information Systems (Coursesmart Digita,11,Romney (Db*),ACC-ACCOUNTING,304,02-Koo,Optional
978-0-13-606860-0,Non-Book/Strange,Effective Writing: Handbook For Accountants (Cours,8,May (Db*),ACC-ACCOUNTING,304,02-Koo,Optional
978-0-13-602908-3,Paperback,Effective Writing: Handbook For Accountants,8,May,ACC-ACCOUNTING,304,02-Koo,Recommended
978-0-558-86427-9,Looseleaf,Accounting Information Systems (Sve/Looseleaf),11,Romney,ACC-ACCOUNTING,304,02-Koo,Recommended
978-0-07-740874-9,Spiral,Computer Accounting W/Peachtree Sage Comp Acctg 20,14,Yacht,ACC-ACCOUNTING,304,03-HURT,Required
978-0-07-240429-6,Hardback,Enterprise Information Systems,3,Dunn,ACC-ACCOUNTING,305,01-MARTIN,Required
978-1-4188-4341-0,Paperback,Microsoft Office Access 2007: Comprehensive,,Shelly,ACC-ACCOUNTING,305,01-MARTIN,Required
978-0-07-240429-6,Hardback,Enterprise Information Systems,3,Dunn,ACC-ACCOUNTING,305,02-MARTIN,Required
978-1-4188-4341-0,Paperback,Microsoft Office Access 2007: Comprehensive,,Shelly,ACC-ACCOUNTING,305,02-MARTIN,Required
978-0-07-240429-6,Hardback,Enterprise Information Systems,3,Dunn,ACC-ACCOUNTING,305,03-MARTIN,Required
978-1-4188-4341-0,Paperback,Microsoft Office Access 2007: Comprehensive,,Shelly,ACC-ACCOUNTING,305,03-MARTIN,Required
978-0-13-705232-5,Kit/Set/Package,Cost Accounting W/My Acct Lab Sac Vp,13,Horngren* (Sw2),ACC-ACCOUNTING,307,01-ABO-HEBEISH,Required
978-0-13-612663-8,Hardback,Cost Accounting,13,Horngren,ACC-ACCOUNTING,307,01-ABO-HEBEISH,Part
978-0-13-612560-0,Non-Book/Strange,My Acctglab Sac,9,Pearson,ACC-ACCOUNTING,307,01-ABO-HEBEISH,Part
978-0-13-705232-5,Kit/Set/Package,Cost Accounting W/My Acct Lab Sac Vp,13,Horngren* (Sw2),ACC-ACCOUNTING,307,02-FLORES,Required
978-0-13-612663-8,Hardback,Cost Accounting,13,Horngren,ACC-ACCOUNTING,307,02-FLORES,Part
978-0-13-612560-0,Non-Book/Strange,My Acctglab Sac,9,Pearson,ACC-ACCOUNTING,307,02-FLORES,Part
978-0-07-797091-8,Kit/Set/Package,Intermediate Accounting W/Connect Code,6,Spiceland*,ACC-ACCOUNTING,311,01-PAK,Required
978-0-07-797092-5,Kit/Set/Package,Intermediate Accounting (Looseleaf) W/Connect Code,6,Spiceland*,ACC-ACCOUNTING,311,01-PAK,Required
978-0-07-732896-2,Non-Book/Strange,Intermediate Accounting (Coursesmart),6,Spiceland (Db*),ACC-ACCOUNTING,311,01-PAK,Optional
978-0-07-811083-2,Hardback,Intermediate Accounting,6,Spiceland,ACC-ACCOUNTING,311,01-PAK,Substitution
978-0-07-739581-0,Hardback,Intermediate Accounting,6,Spiceland,ACC-ACCOUNTING,311,01-PAK,Part
978-0-07-732880-1,Non-Book/Strange,Connect Code T/A Intermediate Acctg,6,Spiceland,ACC-ACCOUNTING,311,01-PAK,Part
978-0-07-740359-1,Looseleaf,Intermediate Accounting Looseleaf Version,6,Spiceland,ACC-ACCOUNTING,311,01-PAK,Part
978-0-07-797091-8,Kit/Set/Package,Intermediate Accounting W/Connect Code,6,Spiceland*,ACC-ACCOUNTING,311,03-PAK,Required
978-0-07-797092-5,Kit/Set/Package,Intermediate Accounting (Looseleaf) W/Connect Code,6,Spiceland*,ACC-ACCOUNTING,311,03-PAK,Required
978-0-07-732896-2,Non-Book/Strange,Intermediate Accounting (Coursesmart),6,Spiceland (Db*),ACC-ACCOUNTING,311,03-PAK,Optional
978-0-07-811083-2,Hardback,Intermediate Accounting,6,Spiceland,ACC-ACCOUNTING,311,03-PAK,Substitution
978-0-07-739581-0,Hardback,Intermediate Accounting,6,Spiceland,ACC-ACCOUNTING,311,03-PAK,Part
978-0-07-732880-1,Non-Book/Strange,Connect Code T/A Intermediate Acctg,6,Spiceland,ACC-ACCOUNTING,311,03-PAK,Part
978-0-07-740359-1,Looseleaf,Intermediate Accounting Looseleaf Version,6,Spiceland,ACC-ACCOUNTING,311,03-PAK,Part
978-0-07-797091-8,Kit/Set/Package,Intermediate Accounting W/Connect Code,6,Spiceland*,ACC-ACCOUNTING,312,01-LEE,Required
978-0-07-797092-5,Kit/Set/Package,Intermediate Accounting (Looseleaf) W/Connect Code,6,Spiceland*,ACC-ACCOUNTING,312,01-LEE,Required
978-0-07-732896-2,Non-Book/Strange,Intermediate Accounting (Coursesmart),6,Spiceland (Db*),ACC-ACCOUNTING,312,01-LEE,Optional
978-0-07-811083-2,Hardback,Intermediate Accounting,6,Spiceland,ACC-ACCOUNTING,312,01-LEE,Substitution
978-0-07-739581-0,Hardback,Intermediate Accounting,6,Spiceland,ACC-ACCOUNTING,312,01-LEE,Part
978-0-07-732880-1,Non-Book/Strange,Connect Code T/A Intermediate Acctg,6,Spiceland,ACC-ACCOUNTING,312,01-LEE,Part
978-0-07-740359-1,Looseleaf,Intermediate Accounting Looseleaf Version,6,Spiceland,ACC-ACCOUNTING,312,01-LEE,Part
978-0-07-797091-8,Kit/Set/Package,Intermediate Accounting W/Connect Code,6,Spiceland*,ACC-ACCOUNTING,312,02-LEE,Required
978-0-07-797092-5,Kit/Set/Package,Intermediate Accounting (Looseleaf) W/Connect Code,6,Spiceland*,ACC-ACCOUNTING,312,02-LEE,Required
978-0-07-732896-2,Non-Book/Strange,Intermediate Accounting (Coursesmart),6,Spiceland (Db*),ACC-ACCOUNTING,312,02-LEE,Optional
978-0-07-811083-2,Hardback,Intermediate Accounting,6,Spiceland,ACC-ACCOUNTING,312,02-LEE,Substitution
978-0-07-739581-0,Hardback,Intermediate Accounting,6,Spiceland,ACC-ACCOUNTING,312,02-LEE,Part
978-0-07-732880-1,Non-Book/Strange,Connect Code T/A Intermediate Acctg,6,Spiceland,ACC-ACCOUNTING,312,02-LEE,Part
978-0-07-740359-1,Looseleaf,Intermediate Accounting Looseleaf Version,6,Spiceland,ACC-ACCOUNTING,312,02-LEE,Part
978-0-07-797091-8,Kit/Set/Package,Intermediate Accounting W/Connect Code,6,Spiceland*,ACC-ACCOUNTING,313,01-HEFZI,Required
978-0-07-797092-5,Kit/Set/Package,Intermediate Accounting (Looseleaf) W/Connect Code,6,Spiceland*,ACC-ACCOUNTING,313,01-HEFZI,Required
978-0-07-732896-2,Non-Book/Strange,Intermediate Accounting (Coursesmart),6,Spiceland (Db*),ACC-ACCOUNTING,313,01-HEFZI,Optional
978-0-07-811083-2,Hardback,Intermediate Accounting,6,Spiceland,ACC-ACCOUNTING,313,01-HEFZI,Substitution
978-0-07-739581-0,Hardback,Intermediate Accounting,6,Spiceland,ACC-ACCOUNTING,313,01-HEFZI,Part
978-0-07-732880-1,Non-Book/Strange,Connect Code T/A Intermediate Acctg,6,Spiceland,ACC-ACCOUNTING,313,01-HEFZI,Part
978-0-07-740359-1,Looseleaf,Intermediate Accounting Looseleaf Version,6,Spiceland,ACC-ACCOUNTING,313,01-HEFZI,Part
978-0-07-797091-8,Kit/Set/Package,Intermediate Accounting W/Connect Code,6,Spiceland*,ACC-ACCOUNTING,313,02-HEFZI,Required
978-0-07-797092-5,Kit/Set/Package,Intermediate Accounting (Looseleaf) W/Connect Code,6,Spiceland*,ACC-ACCOUNTING,313,02-HEFZI,Required
978-0-07-732896-2,Non-Book/Strange,Intermediate Accounting (Coursesmart),6,Spiceland (Db*),ACC-ACCOUNTING,313,02-HEFZI,Optional
978-0-07-811083-2,Hardback,Intermediate Accounting,6,Spiceland,ACC-ACCOUNTING,313,02-HEFZI,Substitution
978-0-07-739581-0,Hardback,Intermediate Accounting,6,Spiceland,ACC-ACCOUNTING,313,02-HEFZI,Part
978-0-07-732880-1,Non-Book/Strange,Connect Code T/A Intermediate Acctg,6,Spiceland,ACC-ACCOUNTING,313,02-HEFZI,Part
978-0-07-740359-1,Looseleaf,Intermediate Accounting Looseleaf Version,6,Spiceland,ACC-ACCOUNTING,313,02-HEFZI,Part
978-0-07-337962-3,Hardback,International Accounting,2,Doupnik,ACC-ACCOUNTING,404,01-Koo,Required
978-0-07-727208-1,Non-Book/Strange,International Accounting (Coursesmart Digital),2,Doupnik (Db*),ACC-ACCOUNTING,404,01-Koo,Optional
,,,,,ACC-ACCOUNTING,418,01-HURT,
978-0-07-352685-0,Hardback,Forensic Accounting,,Hopwood,ACC-ACCOUNTING,418,02-TURNER,Required
978-0-558-93917-5,Kit/Set/Package,Auditing & Assurance Sve,,Arens*,ACC-ACCOUNTING,419,01-FARAG,Required
978-0-13-608517-1,Non-Book/Strange,Auditing & Assurance Services (Coursesmart),13,Arens (Db*),ACC-ACCOUNTING,419,01-FARAG,Optional
978-0-558-93917-5,Kit/Set/Package,Auditing & Assurance Sve,,Arens*,ACC-ACCOUNTING,419,02-FARAG,Required
978-0-13-608517-1,Non-Book/Strange,Auditing & Assurance Services (Coursesmart),13,Arens (Db*),ACC-ACCOUNTING,419,02-FARAG,Optional
978-0-558-93917-5,Kit/Set/Package,Auditing & Assurance Sve,,Arens*,ACC-ACCOUNTING,419,03-ABO-HEBEISH,Required
978-0-13-608517-1,Non-Book/Strange,Auditing & Assurance Services (Coursesmart),13,Arens (Db*),ACC-ACCOUNTING,419,03-ABO-HEBEISH,Optional
978-0-558-93917-5,Kit/Set/Package,Auditing & Assurance Sve,,Arens*,ACC-ACCOUNTING,420,01-FARAG,Required
978-0-13-608517-1,Non-Book/Strange,Auditing & Assurance Services (Coursesmart),13,Arens (Db*),ACC-ACCOUNTING,420,01-FARAG,Optional
,,,,,ACC-ACCOUNTING,426,01-HURT,
978-1-1111-9585-4,Kit/Set/Package,South-Western Federal Taxation Compr Vol 2011 W/A,34,Willis* (Sw2),ACC-ACCOUNTING,431,01-Rice,Required
978-0-538-74560-4,Non-Book/Strange,Aplia Its Bookstore Purchase For Taxation Access C,1,Cengage/Aplia,ACC-ACCOUNTING,431,01-Rice,Part
978-0-538-74243-6,Hardback,South-Western Federal Taxation: Compr Vol 2011 (W/,,Willis,ACC-ACCOUNTING,431,01-Rice,Part
978-1-1111-9585-4,Kit/Set/Package,South-Western Federal Taxation Compr Vol 2011 W/A,34,Willis* (Sw2),ACC-ACCOUNTING,431,02-FOLEY,Required
978-0-538-74560-4,Non-Book/Strange,Aplia Its Bookstore Purchase For Taxation Access C,1,Cengage/Aplia,ACC-ACCOUNTING,431,02-FOLEY,Part
978-0-538-74243-6,Hardback,South-Western Federal Taxation: Compr Vol 2011 (W/,,Willis,ACC-ACCOUNTING,431,02-FOLEY,Part
978-1-1111-9585-4,Kit/Set/Package,South-Western Federal Taxation Compr Vol 2011 W/A,34,Willis* (Sw2),ACC-ACCOUNTING,432,01-Rice,Required
978-0-538-74560-4,Non-Book/Strange,Aplia Its Bookstore Purchase For Taxation Access C,1,Cengage/Aplia,ACC-ACCOUNTING,432,01-Rice,Part
978-0-538-74243-6,Hardback,South-Western Federal Taxation: Compr Vol 2011 (W/,,Willis,ACC-ACCOUNTING,432,01-Rice,Part
978-0-470-08948-4,Cloth,"Internal Controls: Guidance For Private, Governmen",,Graham,ACC-ACCOUNTING,610,01-ABO-HEBEISH,Required
978-0-470-28717-0,Paperback,Internal Controls Policies And Procedures,,Hightower,ACC-ACCOUNTING,610,01-ABO-HEBEISH,Required
,,,,,ACC-ACCOUNTING,660,01-NATARAJAN,
,,,,,AG-AGRICULTURAL SCIENCE,101,01-YEE,
,,,,,AG-AGRICULTURAL SCIENCE,101,02-Farias,
,,,,,AG-AGRICULTURAL SCIENCE,101,03-PHILLIPS,
,,,,,AG-AGRICULTURAL SCIENCE,101,04-Farias,
978-0-19-530620-0,Paperback,Creative Problem-Solving In Ethics,,Weston,AG-AGRICULTURAL SCIENCE,401,01-MATHIAS,Required
978-1-4051-1154-6,Paperback,Ethics,,Driver,AG-AGRICULTURAL SCIENCE,401,01-MATHIAS,Required
978-0-19-530620-0,Paperback,Creative Problem-Solving In Ethics,,Weston,AG-AGRICULTURAL SCIENCE,401,02-MATHIAS,Required
978-1-4051-1154-6,Paperback,Ethics,,Driver,AG-AGRICULTURAL SCIENCE,401,02-MATHIAS,Required
978-0-19-530620-0,Paperback,Creative Problem-Solving In Ethics,,Weston,AG-AGRICULTURAL SCIENCE,401,03-MERLINO,Required
978-1-4051-1154-6,Paperback,Ethics,,Driver,AG-AGRICULTURAL SCIENCE,401,03-MERLINO,Required
978-0-923568-96-2,Paperback,Apa: The Easy Way!,2,Houghton,AG-AGRICULTURAL SCIENCE,401,03-MERLINO,Required
978-0-07-338671-3,Paperback,Elements Of Moral Philosophy,6,Rachels,AG-AGRICULTURAL SCIENCE,401,04-PHILLIPS,Required
978-0-7879-8538-7,Paperback,What Would You Do? Workbook,,Ukens,AG-AGRICULTURAL SCIENCE,401,04-PHILLIPS,Required
978-0-07-731849-9,Non-Book/Strange,Elements Of Moral Philosophy (Coursesmart),6,Rachels (Db*),AG-AGRICULTURAL SCIENCE,401,04-PHILLIPS,Optional
,,,,,AG-AGRICULTURAL SCIENCE,401,05-WEGRZYN,
,,,,,AG-AGRICULTURAL SCIENCE,401,06-WEGRZYN,
978-0-07-312547-3,Paperback,Elements Of Moral Philosophy,5,Rachels,AG-AGRICULTURAL SCIENCE,401,"07-Hyder,",Required
,,,,,AG-AGRICULTURAL SCIENCE,697,01-BURNS-WHITMORE,
,,,,,AGS-AGRICULTURAL EDUC,441,01-HOSTETLER,
,,,,,AGS-AGRICULTURAL EDUC,450,01-MILLER,
,,,,,AGS-AGRICULTURAL EDUC,499,01-MILLER,
,,,,,AGS-AGRICULTURAL EDUC,697,01-MURINDA,
,,,,,AGS-AGRICULTURAL EDUC,450A,01-MILLER,
978-0-13-151258-0,Hardback,Principles Of Companion Animal Nutrition,,Mcnamara,AHS-ANIMAL HEALTH SCIENC,110,01-CHAVEZ,Required
978-0-7167-7939-1,Non-Book/Strange,Iclicker Student Response System,,Iclicker,AHS-ANIMAL HEALTH SCIENC,110,01-CHAVEZ,Required
978-0-13-171833-3,Non-Book/Strange,Principles Of Companion Animal Nutrition (Coursesm,,Mcnamara (Db*),AHS-ANIMAL HEALTH SCIENC,110,01-CHAVEZ,Optional
978-0-323-04685-5,Paperback,Clinical Anatomy & Phys For Veterinary Technicians,2,Colville,AHS-ANIMAL HEALTH SCIENC,202,01-ALDERSON,Required
978-1-4018-1569-1,Paperback,Veterinary Office Practices,,Kehn,AHS-ANIMAL HEALTH SCIENC,210,01-RASH,Required
978-1-4354-2012-0,Paperback,Illustrated Guide To Veterinary Medical Terminolog,3,Romich,AHS-ANIMAL HEALTH SCIENC,210,01-RASH,Required
978-0-323-03614-6,Paperback,Diagnostic Veterinary Parasitology,3,Hendrix,AHS-ANIMAL HEALTH SCIENC,302,01-CHAVEZ,Required
978-0-7167-7939-1,Non-Book/Strange,Iclicker Student Response System,,Iclicker,AHS-ANIMAL HEALTH SCIENC,302,01-CHAVEZ,Required
978-0-7167-7939-1,Non-Book/Strange,Iclicker Student Response System,,Iclicker,AHS-ANIMAL HEALTH SCIENC,305,01-CHAVEZ,Required
978-0-323-04740-1,Paperback,Common Diseases Of Companion Animals,2,Summers,AHS-ANIMAL HEALTH SCIENC,305,01-CHAVEZ,Required
,,,,,AHS-ANIMAL HEALTH SCIENC,110L,01-CHAVEZ,
978-1-4160-5700-0,Hardback,Mccurnin's Clinical Textbook For Veterinary Techni,7,Bassert,AHS-ANIMAL HEALTH SCIENC,128L,01-Allett,Required
978-1-4160-5702-4,Paperback,Mccurnin's Clinical Textbook For Veterinary Techni,7,Bassert,AHS-ANIMAL HEALTH SCIENC,128L,01-Allett,Recommended
978-0-323-04684-8,Paperback,Clinical Anatomy & Phys Laboratory Manual For Vete,,Colville,AHS-ANIMAL HEALTH SCIENC,202L,01-Allett,Required
978-1-878576-18-7,Non-Book/Strange,Cat Anatomy Flash Cards,,Edwards,AHS-ANIMAL HEALTH SCIENC,202L,01-Allett,Recommended
978-0-323-04684-8,Paperback,Clinical Anatomy & Phys Laboratory Manual For Vete,,Colville,AHS-ANIMAL HEALTH SCIENC,202L,02-Allett,Required
978-1-878576-18-7,Non-Book/Strange,Cat Anatomy Flash Cards,,Edwards,AHS-ANIMAL HEALTH SCIENC,202L,02-Allett,Recommended
,,,,,AHS-ANIMAL HEALTH SCIENC,302L,01-CHAVEZ,
,,,,,AHS-ANIMAL HEALTH SCIENC,302L,01-CHAVEZ,
978-0-323-04572-8,Paperback,Laboratory Procedures For Veterinary Technicians,5,Hendrix,AHS-ANIMAL HEALTH SCIENC,305L,01-Allett,Required
978-0-323-04572-8,Paperback,Laboratory Procedures For Veterinary Technicians,5,Hendrix,AHS-ANIMAL HEALTH SCIENC,305L,02-Allett,Required
978-0-323-03063-2,Paperback,Small Animal Surgical Nursing,,Busch*,AHS-ANIMAL HEALTH SCIENC,407L,01-ALDERSON,Required
978-0-323-03203-2,Tradepaper,Veterinary Instruments And Equipment,,Sonsthagen,AHS-ANIMAL HEALTH SCIENC,407L,01-ALDERSON,Required
978-0-07-319622-0,Hardback,Core Concepts In Fashion,,Dias,AMM-APPAREL MERCH & MGMT,101,01-SENANAYAKE,Required
978-1-56367-642-0,Hardback,Visible Self,3,Eicher,AMM-APPAREL MERCH & MGMT,108,01-TUCKER,Required
978-0-534-62425-5,Hardback,Marriage & Family Experience,11,Strong,AMM-APPAREL MERCH & MGMT,120,01-PARISE,Required
978-1-56367-855-4,Hardback,Pizzuto's Fabric Science (W/Cd Only),9,Cohen,AMM-APPAREL MERCH & MGMT,160,01-KIM,Required
978-1-56367-082-4,Cloth,Understanding Aesthetics For Merchandising & Desig,,Fiore,AMM-APPAREL MERCH & MGMT,210,01-Matus,Required
978-1-56367-809-7,Hardback,Understanding Aesthetics For Merchandising & Desig,2,Fiore,AMM-APPAREL MERCH & MGMT,210,01-Matus,Required
,,,,,AMM-APPAREL MERCH & MGMT,230,01-ESPY,
,,,,,AMM-APPAREL MERCH & MGMT,245,01-IM,
978-1-56367-588-1,Paperback,Mathematics For Retail Buying (W/Cd),6,Tepper,AMM-APPAREL MERCH & MGMT,250,01-PARISE,Required
978-1-56367-445-7,Hardback,Visual Merchandising & Display,5,Pegler,AMM-APPAREL MERCH & MGMT,270,01-PARISE,Required
,,,,,AMM-APPAREL MERCH & MGMT,300,01-HEIMLER,
978-0-13-119759-6,Hardback,Apparel Product Design & Merchandising Strategies,,Regan,AMM-APPAREL MERCH & MGMT,310,01-REGAN,Required
978-1-56367-586-7,Paperback,Technical Sourcebook For Designers,,Lee,AMM-APPAREL MERCH & MGMT,314,01-REGAN,Required
978-0-324-36279-4,,Retailing,6,Dunne,AMM-APPAREL MERCH & MGMT,350,"01-FARAONE,",Required
978-1-56367-368-9,None,Going Global - The Textile & Apparel Industry,,Kunz,AMM-APPAREL MERCH & MGMT,357,01-TUCKER,Required
978-1-56367-368-9,None,Going Global - The Textile & Apparel Industry,,Kunz,AMM-APPAREL MERCH & MGMT,357,02-HEIMLER,Required
978-1-56367-554-6,Hardback,Quality Assurance For Textiles & Apparel,2,Kadolph,AMM-APPAREL MERCH & MGMT,360,01-KIM,Required
978-0-13-025434-4,Paperback,Ready-To-Wear Apparel Analysis,3,Brown,AMM-APPAREL MERCH & MGMT,380,01-JOHNSON,Required
978-0-13-111982-6,Hardback,Apparel Manufacturing,4,Glock,AMM-APPAREL MERCH & MGMT,381,01-SENANAYAKE,Required
978-1-56367-272-9,Paperback,Fashion Intern (W/Cd )(2Nd),,Granger,AMM-APPAREL MERCH & MGMT,441,01-HEIMLER,Required
